@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0.561905,5,0,1,0.112091,0.064034,1.491655,72,0.088397,0.111111,0.778298,0.428571,0,0.3125,0.111111,0,?,0,?,0,?,?,Account__Ocean,+
0.495238,8,0.095238,1,?,?,?,?,?,?,?,?,0,0.125,0.0625,0,?,0,?,0,?,?,Account__PieceOfArt,+
0.630952,5,0.111111,1,0.355845,0.079388,1.491655,106,0.200686,0.111111,1.779597,0.444444,0,0.125,0.058824,0,?,0,?,0,?,?,Account__Product,-
0.467787,15,0,1,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,?,?,Account__PublishingCompany,+
0.460317,17,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.142857,0,?,0,?,0,?,?,Account__ReligiousOrganization,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.142857,0,?,0,?,0,?,?,Account__SportOrganization,+
0.507937,6,0,1,0.128136,0.059565,1.386294,79,0.222125,0.1,2.396978,0.470588,0,0.3125,0.111111,0,?,0,?,0,?,?,Account__Volcano,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.2,0,?,0,?,0,?,?,Address__BiogeographicRegion,-
0.460317,19,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.2,0,?,0,?,0,?,?,Address__HydrographicStructure,+
0.925926,2,0.7,1,?,?,?,?,?,?,?,?,0,0.1875,0.076923,0,?,1,?,1,?,?,Address__IPAddress,-
0.306349,8,0.538462,1,?,?,?,?,?,?,?,?,0,0.125,0.076923,0,?,0,?,0,?,?,Address__InternetAddress,-
0.411255,10,0,1,?,?,?,?,?,?,?,?,0,0.125,0.071429,0,?,0,?,0,?,?,Address__PhoneNumber,-
0.406593,6,0.583333,1,?,?,?,?,?,?,?,?,1,0.1875,0.076923,0.5,?,0,?,0,?,?,Address__PostalAddress,-
0.708571,4,0.375,1,0.286378,0.077575,1.491655,115,?,0.111111,0.778298,0.375,0,0.125,0.181818,0,?,0,?,0,?,?,Agent__Account,+
0.1,11,0.090909,1,?,?,?,?,?,?,?,?,0,0.1875,0.181818,0,?,0,?,0,?,?,Agent__AirplaneModel,+
0.441667,7,0,1,0.213546,0.129482,2.079442,113,0.192846,0.2,1.169783,0.6,0,0.125,0.166667,0,?,0,?,0,?,?,Agent__Location,+
0.455556,6,0,1,0.263978,0.089196,2.302585,138,0.142196,0.25,8.39677,0.823529,0,0.25,0.047619,0,?,0,?,0,?,?,Agent__Number,+
0.447619,6,0.125,1,0.261214,0.098777,1.742969,94,0.405107,0.142857,5.25232,0.625,0,0.125,0.181818,0,?,0,?,0,?,?,Agent__Product,-
0.433333,8,0.105263,1,0.09982,?,1.386294,109,?,0.1,1.370741,0.47619,0,0.1875,0.136364,0,?,0,?,0,?,?,Agent__Spacecraft,+
0,6,0,1,0.166499,?,1.491655,17,?,0.111111,3.891991,0.6,0,0.125,0.136364,0,?,0,?,0,0.125,?,Airline__Bank,+
0.561905,5,0,1,0.06174,?,1.203973,15,?,0.083333,2.491596,0.521739,0,0.4375,0.1,0,?,0,?,0,0.1875,?,Airline__Brand,-
0.464286,6,0,1,0.092422,?,1.386294,30,?,0.1,3.525,0.526316,0,0.5625,0.121212,0,?,0.005814,0.033708,1,0.25,?,Airline__City,+
0.47619,6,0.1,1,0.075211,?,1.203973,18,?,0.083333,1.169783,0.421053,0,0.5625,0.125,0,?,0,0,0,?,?,Airline__Continent,+
0.447619,6,0,1,0.143513,?,1.290984,18,?,0.090909,0.778298,0.375,0,0.5625,0.066667,0,?,0,?,0,?,?,Airline__Event,+
0.538691,14,0,1,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,?,?,Airline__InsuranceCompany,-
0.553114,10,0.166667,1,?,?,?,?,?,?,?,?,0,0.625,0.194444,0,?,0,0,0,?,?,Airline__MagazineIssue,+
0.40873,10,0,1,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,0.1875,?,Airline__MediaCompany,-
0.561905,5,0.125,1,0.101088,?,1.386294,24,?,0.1,2.491596,0.571429,0,0.5625,0.133333,0,?,0,?,0,?,?,Airline__Movie,+
0,10,0,0,?,?,?,?,?,?,?,?,0,0.6875,0.066667,0,?,0,?,0,?,?,Airline__OlympicGames,+
0.642857,5,0,1,0.041829,?,1.290984,15,?,0.090909,1.370741,0.5,0,0.5625,0.125,0,?,0,?,0,?,?,Airline__Planet,+
0.428571,7,0,1,0.10035,?,1.491655,21,?,0.111111,2.869944,0.6,0,0.4375,0.133333,0,?,0.005733,0.033333,1,?,?,Airline__Product,+
0.518908,14,0,1,?,?,?,?,?,?,?,?,0,0.1875,0.136364,0,?,0,?,0,?,?,Airline__PublishingCompany,-
0.464286,7,0,1,0.064177,?,1.290984,23,?,0.090909,1.370741,0.5,0,0.5625,0.125,0,?,0.005814,0.033708,1,0.125,?,Airline__Star,+
0.523809,7,0,1,0.051751,?,1.386294,11,?,0.1,2.491596,0.571429,0,0.125,0.136364,0,?,0,?,0,?,?,Airline__Telecom,-
0.539683,6,0,1,0.049184,?,1.203973,14,?,0.083333,1.169783,0.421053,0,0.5625,0.125,0,?,0,0,0,?,?,Airline__Valley,+
0.841026,7,0.25,1,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,0.3125,?,AirplaneModel__Airline,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.25,0.041667,0,?,0,?,0,?,?,AirplaneModel__Book,+
0,7,0.4,0,?,?,?,?,?,?,?,?,0,0.125,0.058824,0,?,0,?,0,?,?,AirplaneModel__CarModel,-
0.576923,9,0.086957,1,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,AirplaneModel__Island,+
0.598291,11,0,0,?,?,?,?,?,?,?,?,0,0.125,0.058824,0,?,0,?,0,?,?,AirplaneModel__MediaProduct,+
0.521368,12,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.133333,0,?,0,?,0,?,?,AirplaneModel__TVCompany,+
0,13,0,1,?,?,?,?,?,?,?,?,0,0.125,0.095238,0,?,0,?,0,?,?,Airport__LaunchFacility,-
0.511905,7,0,1,0.050237,0.063402,1.386294,30,0.24009,0.1,2.491596,0.571429,0,0.125,0.095238,0,?,0,?,0,?,?,Airport__Pipeline,+
0,7,0,1,0.088917,0.056103,1.12393,49,?,0.076923,?,0.25,0,0.5,0.129032,0,?,0,?,0,?,?,Airport__Team,+
0,5,0,1,0.112763,0.070273,1.290984,35,0.141196,0.090909,1.169783,0.444444,0,0.5,0.105263,0,?,0.996689,1,1,?,?,Album__City,+
0,6,0,1,0.060511,0.048791,1.609438,19,0.102455,0.125,1.370741,0.588235,0,0.5,0.111111,0,?,0,0,0,?,?,Album__Crater,+
0,9,0,1,?,?,?,?,?,?,?,?,0,0.5,0.045455,0,?,0,?,0,?,?,Album__DataSchema,-
0,8,0,1,0.129164,0.057088,1.203973,37,?,0.083333,?,0.266667,0,0.5625,0.142857,0,?,0.979658,1,0,?,?,Album__Division,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.625,0.1,0,?,0,?,0,?,?,Album__LocalCapital,+
0.561905,5,0.125,1,0.08541,0.186445,2.590267,96,0.715972,0.333333,6.760119,0.888889,0,0.6875,0.133333,0,?,0,?,0,?,?,Album__Telecom,+
0.447619,6,0,1,0.067669,0.048791,1.386294,23,0.102455,0.1,1.169783,0.470588,0,0.5625,0.111111,0,?,0.00745,0.011236,1,?,?,Album__Volcano,+
0.505882,16,0,1,?,?,?,?,?,?,?,?,0,0.5,0.066667,0,?,0,?,0,?,?,AlcoholicBeverage__Month,+
0.420168,16,0,0,?,?,?,?,?,?,?,?,0,0.5,0.111111,0,?,0,?,0,?,?,AlcoholicBeverage__MountainSummit,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.111111,0,?,0,?,0,?,?,AlcoholicBeverage__OilField,+
0.339216,14,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.066667,0,?,0,?,0,?,?,AlcoholicBeverage__Topic,+
0.427778,11,0,1,?,?,?,?,?,?,?,?,0,?,0.142857,0,?,0,?,0,?,?,Alias__BoardMeeting,+
0.483333,5,0,1,0.061947,?,1.290984,12,?,0.090909,?,0.285714,0,?,0.090909,0,?,0,?,0,?,?,Alias__Cave,-
0.483333,5,0,1,0.056323,?,1.290984,17,?,0.090909,0.778298,0.352941,0,?,0.090909,0,?,0,?,0,?,?,Alias__Gulf,+
0.441667,7,0,1,?,?,?,?,?,?,?,?,0,?,0.090909,0,?,0,?,0,?,?,Alias__MineSite,+
0.418519,16,0,1,?,?,?,?,?,?,?,?,0,?,0.066667,0,?,0,?,0,?,?,Alias__ResourceCollection,+
0.510769,12,0.066667,0,?,?,?,?,?,?,?,?,0,0.375,0.111111,0,?,0,?,0,?,?,AmusementPark__AirplaneModel,+
0.376068,13,0,0,?,?,?,?,?,?,?,?,0,0.1875,0.1,0,?,0,?,0,?,?,AmusementPark__SportBuilding,-
0.5,12,0,1,?,?,?,?,?,?,?,?,0,0.625,0.074074,0,?,0,?,0,?,?,Announcement__LocalCapital,+
0.45098,14,0,1,?,?,?,?,?,?,?,?,0,0.5,0.08,0,?,0,?,0,?,?,Announcement__ReligiousLocation,+
0,11,0,1,0.155848,0.060862,1.290984,111,?,0.090909,?,0.285714,0,0.5625,0.08,0,?,0,?,0,?,?,Announcement__River,+
0.524074,7,0.4,1,0.444985,0.235929,2.995732,730,0.70066,0.5,4.96056,0.923077,1,0.375,0.041667,0.047619,?,0,?,0,?,?,Announcement__Statement,-
0.60552,9,0.090909,1,0.081902,0.057457,1.609438,71,0.118495,0.125,1.169783,0.533333,0,0.3125,0.095238,0,?,0,?,0,?,?,Archipelago__Airport,+
0,12,0,1,?,?,?,?,?,?,?,?,0,?,0.125,0,?,0,?,0,?,?,Archipelago__CalendarYear,+
0,9,0,1,0.825477,0.21027,2.590267,2214,0.720837,0.333333,6.140048,0.833333,1,0.1875,0.1,0.5,?,0,?,0,?,?,Archipelago__Island,-
0.454545,13,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Archipelago__NaturalSatellite,+
0.733333,10,0.32,1,?,?,?,?,?,?,?,?,0,0.5625,0.043478,0,?,0,?,0,?,?,ArtPerformance__Article,+
0,13,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,ArtPerformance__Gulf,+
0.702381,4,0.647059,0,?,?,?,?,?,?,?,?,1,0.1875,0.076923,0.25,?,1,?,1,0.125,?,ArtPerformance__OperaPerformance,-
0.465079,18,0,0,?,?,?,?,?,?,?,?,0,0.5,0.071429,0,?,0,?,0,?,?,ArtPerformance__ReligiousOrganization,+
0,5,0.285714,1,0.10894,0.072747,1.491655,16,0.246992,0.111111,2.254436,0.555556,0,0.4375,0.090909,0,?,0,?,0,?,?,Art__Concert,-
0,9,0,1,0.236904,0.130386,1.89712,98,0.370235,0.166667,2.254436,0.666667,0,0.25,0.090909,0,?,0.007469,0.011236,0,?,?,Art__Happening,-
0,8,0,1,0.249877,0.143281,2.302585,92,0.489125,0.25,5.126807,0.75,0,0.1875,0.1,0,?,0,?,0,?,?,Art__Language,-
0,5,0,1,0.116407,0.081093,1.491655,50,0.112081,0.111111,0.778298,0.428571,0,0.125,0.111111,0,?,0,?,0,?,?,Art__Money,-
0.465278,14,0,1,?,?,?,?,?,?,?,?,0,0.5,0.142857,0,?,0.000831,?,1,0.25,?,Art__NaturalSatellite,+
0.5,5,0,1,0.335616,0.171908,1.742969,184,0.320321,0.142857,1.370741,0.625,0,0.375,0.034483,0,?,1,1,1,?,?,Art__Person,-
0,11,0,1,?,?,?,?,?,?,?,?,0,0.25,0.083333,0,?,0.000831,?,1,0.3125,?,Art__PhoneNumber,+
0,7,0.352941,1,?,?,?,?,?,?,?,?,0,0.3125,0.083333,0,?,0,0,0,?,?,Art__PieceOfArt,-
0,4,0.307692,1,0.220084,0.117637,1.89712,68,0.419382,0.166667,3.070066,0.666667,0,0.5,0.055556,0,?,0,0,0,?,?,Art__Report,-
0,5,0,1,0.298561,0.10476,1.609438,102,0.223119,0.125,1.370741,0.555556,0,0.4375,0.029412,0,?,0.008306,?,1,0.1875,?,Art__Woman,+
0.603571,9,0.086957,1,0.209441,0.086468,1.609438,98,0.3468,0.125,3.070066,0.533333,0,0.125,0.064516,0,?,0,?,0,?,?,Article__Announcement,-
0,5,0.133333,1,0.109726,0.065584,1.491655,55,0.147385,0.111111,1.370741,0.555556,0,0.5625,0.043478,0,?,0,?,0,?,?,Article__Date,+
0.436508,12,0,1,?,?,?,?,?,?,?,?,0,0.625,0.090909,0,?,0,?,0,?,?,Article__InternetDomain,+
0.539683,5,0.235294,1,0.071388,?,1.89712,29,?,0.166667,1.169783,0.615385,0,0.5625,0.076923,0,?,0,?,0,?,?,Article__Jungle,+
0,7,0,1,0.345227,0.098984,1.89712,132,0.213443,0.166667,2.491596,0.705882,0,0.5,0.175,0,?,0,?,0,?,?,Article__Man,+
0.436508,12,0,1,?,?,?,?,?,?,?,?,0,?,0.076923,0,?,0,?,0,?,?,Article__RailroadTunnel,+
0.539683,7,0,1,0.329919,0.114738,2.079442,195,0.518448,0.2,4.691644,0.75,0,0.1875,0.068966,0,?,0,?,0,?,?,Article__Report,-
0.531746,6,0,1,0.08746,0.073268,1.609438,125,0.087096,0.125,0.778298,0.461538,0,0.5,0.076923,0,?,0,?,0,?,?,Article__Stream,+
0,15,0.125,1,?,?,?,?,?,?,?,?,0,0.5625,0.133333,0,?,0,?,0,?,?,ArtificialSatellite__Institute,+
0.391886,18,0,0,?,?,?,?,?,?,?,?,0,0.625,0.125,0,?,0,?,0,?,?,ArtificialSatellite__InsuranceCompany,+
0.755314,7,0.564103,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,ArtificialSatellite__NaturalSatellite,+
0.51462,15,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0,?,0,?,?,ArtificialSatellite__OlympicGames,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.133333,0,?,0,?,0,?,?,ArtificialSatellite__Parliament,+
0.406433,15,0,1,?,?,?,?,?,?,?,?,0,0.1875,0.1,0,?,0,?,0,?,?,ArtificialSatellite__Planet,+
0.463659,16,0,1,?,?,?,?,?,?,?,?,0,0.6875,0.105263,0,?,0,?,0,?,?,ArtificialSatellite__Premier,+
0,16,0,1,?,?,?,?,?,?,?,?,0,0.375,0.117647,0,?,0,?,0,?,?,ArtificialSatellite__Spacecraft,-
0,16,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,ArtificialSatellite__TimeInterval,+
0,18,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,ArtificialSatellite__Week,+
0.513558,15,0,0,?,?,?,?,?,?,?,?,1,0.25,0.1,0.142857,?,0,?,0,?,?,AstronomicalObject__NaturalSatellite,-
0.459259,13,0.0625,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,AstronomicalObject__Parliament,+
0.510774,16,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,AstronomicalObject__WaterRegion,+
0.592857,11,0.08,1,?,?,?,?,?,?,?,?,0,0.5,0.142857,0,?,0,?,0,?,?,AudioRecording__Address,+
0.418651,8,0.307692,1,?,?,?,?,?,?,?,?,0,0.4375,0.111111,0,?,0,?,0,?,?,AudioRecording__Building,+
0.464286,12,0,1,?,?,?,?,?,?,?,?,0,0.5,0.058824,0,?,0,?,0,?,?,AudioRecording__Magazine,+
0.404762,13,0,1,?,?,?,?,?,?,?,?,0,0.5,0.045455,0,?,0,?,0,?,?,AudioRecording__Message,-
0,13,0,0,?,?,?,?,?,?,?,?,0,?,0.111111,0,?,0,?,0,?,?,AudioRecording__RailroadTunnel,+
0.39418,14,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.0625,0,?,0,?,0,?,?,AudioRecording__TVChannel,+
0.490789,17,0.074074,1,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0,?,0,?,?,Bank__BiogeographicRegion,+
0.5,3,0,1,0.168631,0.157481,2.302585,79,0.659023,0.25,6.136444,0.769231,0,0.5625,0.125,0,?,0,?,0,?,?,Bank__Cave,-
0,4,0,1,0.179109,0.086004,1.609438,171,0.34336,0.125,3.525,0.588235,0,0.5625,0.121212,0,?,0.008306,?,1,0.3125,?,Bank__City,+
0,5,0,1,0.263656,0.204134,2.302585,123,0.696214,0.25,5.613463,0.823529,1,0.1875,0.136364,0.083333,?,0.008306,?,1,0.125,?,Bank__Company,-
0.458333,7,0,1,0.316395,0.078425,2.590267,149,0.155034,0.333333,6.622402,0.875,0,0.5,0.125,0,?,0,?,0,?,?,Bank__Facility,-
0.583333,6,0,1,0.163764,0.074564,1.742969,103,0.103996,0.142857,3.136226,0.5,0,0.5625,0.033333,0,?,0,?,0,?,?,Bank__Language,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,0.1875,?,Bank__PublicCompany,-
0.4375,15,0,1,?,?,?,?,?,?,?,?,0,0.625,0.125,0,?,0,?,0,?,?,Bank__RailroadFacility,+
0,5,0,1,0.188049,0.068679,1.89712,82,0.138435,0.166667,3.443617,0.705882,0,0.625,0.125,0,?,0,?,0,?,?,Bank__Tower,+
0.492064,6,0,1,0.44048,0.120647,2.590267,533,0.592698,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Bay__Channel,+
0,5,0,1,0.274772,0.14115,2.302585,79,0.629969,0.25,6.030724,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Bay__Creek,+
0.5,5,0,1,0.281204,0.055131,1.609438,127,0.063535,0.125,3.94082,0.666667,0,0.125,0.1,0,?,0,?,0,?,?,Bay__Harbor,-
0.527778,3,0,1,0.604496,0.1806,2.590267,757,0.685366,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Bay__Lake,+
0.492064,6,0,1,0.186847,0.055491,1.742969,80,0.072573,0.142857,2.491596,0.608696,0,0.4375,0.125,0,?,0,?,0,?,?,Bay__Quarter,+
0.555556,3,0,1,0.691637,0.182641,2.590267,1507,0.687785,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,0.25,?,Bay__Sea,+
0,11,0.1,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Bay__SportFacility,-
0,5,0,1,0.10536,0.063837,1.491655,45,0.185143,0.111111,1.779597,0.5,0,0.375,0.125,0,?,0,?,0,?,?,Bay__Topic,+
0,6,0,1,0.386007,0.049461,1.491655,198,0.066159,0.111111,1.169783,0.428571,0,0.3125,0.1,0,?,0,?,0,0.25,?,Bay__Volcano,+
0,18,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Beach__ArtificialSatellite,+
0,9,0,1,0.133475,0.068766,1.89712,88,0.138586,0.166667,1.169783,0.615385,0,0.125,0.1,0,?,0,?,0,?,?,Beach__Continent,+
0,6,0,1,0.110791,0.066693,1.89712,59,0.134972,0.166667,1.169783,0.615385,0,0.25,0.095238,0,?,0,?,0,?,?,Beach__County,+
0.437037,9,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,Beach__DayOfWeek,+
0.455556,5,0,1,0.371328,0.069179,2.079442,73,0.139304,0.2,1.169783,0.666667,0,0.125,0.1,0,?,0,?,0,?,?,Beach__Island,-
0.447619,6,0,1,0.053626,0.068318,1.491655,24,0.137808,0.111111,1.169783,0.5,0,0.5625,0.105263,0,?,0,?,0,?,?,Beach__Manager,+
0,6,0,1,0.072746,0.069496,1.89712,52,0.121349,0.166667,1.169783,0.615385,0,0.375,0.142857,0,?,0,?,0,?,?,Beach__Number,+
0.455556,5,0,1,0.155968,0.11505,1.89712,86,0.212081,0.166667,1.169783,0.615385,0,0.3125,0.125,0,?,0,?,0,?,?,Beach__Person,+
0.483333,4,0,1,0.401338,0.116061,2.079442,58,0.587527,0.2,6.136444,0.714286,0,0.125,0.1,0,?,0,?,0,?,?,Beach__Reef,-
0.455556,5,0,1,0.058927,0.059361,1.386294,47,?,0.1,?,0.307692,0,0.4375,0.086957,0,?,0,?,0,?,?,Beach__Report,+
0.366667,8,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Beach__Waterfalls,+
0.546447,14,0.064516,1,?,?,?,?,?,?,?,?,0,0.375,0.111111,0,?,0,?,0,?,?,Beverage__BiogeographicRegion,+
0.458333,14,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.058824,0.5,?,0,?,0,?,?,Beverage__ChemicalCompound,-
0.5,7,0.1,1,0.196591,0.083512,1.491655,80,0.093195,0.111111,0.615314,0.428571,0,0.5,0.055556,0,?,0,?,0,?,?,Beverage__Employee,+
0.583333,4,0.3,1,0.023121,?,0.916291,16,?,0.0625,0.778298,0.285714,0,0.5625,0.133333,0,?,0,?,0,?,?,Beverage__HomePage,+
0.490741,8,0,1,0.100617,0.066531,1.609438,61,0.075678,0.125,0.615314,0.461538,0,0.375,0.111111,0,?,0,?,0,?,?,Beverage__Peninsula,+
0,19,0,1,?,?,?,?,?,?,?,?,0,0.5,0.111111,0,?,0,?,0,?,?,BiogeographicRegion__Album,+
0.434211,16,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Cape,-
0,17,0,0,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,BiogeographicRegion__CarModel,+
0.398496,17,0,1,?,?,?,?,?,?,?,?,0,0.25,0.1,0,?,0.083333,?,1,0.25,?,BiogeographicRegion__Channel,-
0,15,0,0,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,BiogeographicRegion__GeneralTerm,-
0,18,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Island,-
0,18,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Isthmus,-
0.385965,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Peninsula,-
0.567502,15,0.136364,0,?,?,?,?,?,?,?,?,0,0.375,0.111111,0,?,0,?,0,?,?,BiogeographicRegion__PeriodicalPublication,+
0.463659,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Plateau,-
0.638889,9,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.066667,0,?,0,?,0,?,?,BoardMeeting__CarModel,+
0.533989,18,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.071429,0,?,0,?,0,?,?,BoardMeeting__EducationalOrganization,+
0.565657,10,0,1,?,?,?,?,?,?,?,?,0,0.625,0.04,0,?,0,?,0,?,?,BoardMember__Announcement,+
0.624242,9,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.105263,0,?,0,?,0,?,?,BoardMember__Fjord,+
0.490909,13,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.1,0,?,0,?,0,?,?,BoardMember__PoliticalRegion,+
0.419192,11,0,1,?,?,?,?,?,?,?,?,0,0.625,0.1,0,?,0,?,0,?,?,BoardMember__School,+
0.464286,6,0,1,0.338244,0.144096,2.079442,138,0.623664,0.2,5.75035,0.75,0,0.375,0.041667,0,?,0,?,0,?,?,Book__Account,+
