concept1	concept2	correctclass	ledaclass	conf
Stream	PublicTransitSystem	+	+	0.575351
Writer	Astronaut	-	+	0.575351
Language	Organisation	+	+	0.575351
Magazine	Amphibian	+	+	0.575351
ChemicalCompound	MusicalArtist	+	+	0.575351
MartialArtist	ArchitecturalStructure	+	+	0.575351
SoccerManager	Cleric	-	+	0.575351
SpaceMission	WorldHeritageSite	+	+	0.575351
Country	BroadcastNetwork	+	+	0.575351
Song	SpaceStation	+	+	0.575351
ProgrammingLanguage	Lighthouse	+	+	0.575351
Website	IceHockeyPlayer	+	+	0.575351
GolfPlayer	Insect	+	+	0.575351
Project	Congressman	+	+	0.575351
SpaceMission	Planet	+	+	0.575351
Race	Restaurant	+	+	0.575351
Station	Eukaryote	+	+	0.575351
Website	Project	+	+	0.575351
BiologicalDatabase	WaterwayTunnel	+	+	0.575351
SpeedwayLeague	Book	+	+	0.575351
Song	Project	+	+	0.575351
Food	Holiday	+	+	0.575351
PoloLeague	Database	+	+	0.575351
SoftballLeague	Rocket	+	+	0.575351
Bird	ChemicalSubstance	+	+	0.575351
MusicFestival	FloweringPlant	+	+	0.575351
GrandPrix	Election	+	+	0.575351
Planet	Activity	+	+	0.575351
SoccerManager	Grape	+	+	0.575351
RugbyLeague	SpaceShuttle	+	+	0.575351
PersonFunction	GridironFootballPlayer	+	+	0.575351
WaterwayTunnel	Organisation	+	+	0.575351
Non-ProfitOrganisation	Athlete	+	+	0.575351
SportsEvent	Mollusca	+	+	0.575351
GreenAlga	NaturalPlace	+	+	0.575351
SoccerManager	CanadianFootballLeague	+	+	0.575351
Athlete	OfficeHolder	-	+	0.575351
FilmFestival	SnookerPlayer	+	+	0.575351
Senator	BasketballPlayer	-	+	0.575351
GivenName	Airline	+	+	0.575351
SpeedwayTeam	Lake	+	+	0.575351
Town	MixedMartialArtsLeague	+	+	0.575351
Scientist	Lake	+	+	0.575351
BasketballTeam	Airline	+	+	0.575351
Magazine	Cardinal	+	+	0.575351
Judge	Lighthouse	+	+	0.575351
Village	AutoRacingLeague	+	+	0.575351
SoccerPlayer	ComicsCharacter	-	+	0.575351
Gnetophytes	AutomobileEngine	+	+	0.575351
Village	Game	+	+	0.575351
Bridge	Continent	+	+	0.575351
CanadianFootballLeague	Person	+	+	0.575351
TelevisionEpisode	PoloLeague	+	+	0.575351
Restaurant	Wrestler	+	+	0.575351
MotorcycleRacingLeague	Race	+	+	0.575351
Film	WorldHeritageSite	+	+	0.575351
Film	Food	+	+	0.575351
Building	BiologicalDatabase	+	+	0.575351
PersonFunction	OfficeHolder	+	+	0.575351
VolleyballLeague	GolfLeague	+	+	0.575351
TelevisionEpisode	Activity	+	+	0.575351
Artery	Boxer	+	+	0.575351
Disease	Election	+	+	0.575351
Monarch	Album	+	+	0.575351
VideogamesLeague	BroadcastNetwork	+	+	0.575351
Vein	AustralianFootballLeague	+	+	0.575351
Lake	GolfPlayer	+	+	0.575351
RailwayLine	LegalCase	+	+	0.575351
TennisLeague	Governor	+	+	0.575351
AdministrativeRegion	Saint	+	+	0.575351
PoloLeague	OlympicResult	+	+	0.575351
Town	LacrosseLeague	+	+	0.575351
ComicsCreator	HandballLeague	+	+	0.575351
MemberOfParliament	Election	+	+	0.575351
MixedMartialArtsEvent	Cycad	+	+	0.575351
Game	RugbyLeague	+	+	0.575351
Hotel	AmericanFootballPlayer	+	+	0.575351
Book	President	+	+	0.575351
PlayboyPlaymate	Project	+	+	0.575351
Legislature	Cleric	+	+	0.575351
Convention	MilitaryPerson	+	+	0.575351
Grape	InlineHockeyLeague	+	+	0.575351
PopulatedPlace	RecordLabel	+	+	0.575351
YearInSpaceflight	AdministrativeRegion	+	+	0.575351
MusicGenre	BroadcastNetwork	+	+	0.575351
SoftballLeague	LaunchPad	+	+	0.575351
Automobile	Writer	+	+	0.575351
MilitaryPerson	Gnetophytes	+	+	0.575351
PoliticalParty	Archaea	+	+	0.575351
MilitaryConflict	LaunchPad	+	+	0.575351
WrittenWork	FieldHockeyLeague	+	+	0.575351
Archaea	SpaceStation	+	+	0.575351
Architect	Aircraft	+	+	0.575351
Criminal	TennisLeague	+	+	0.575351
Judge	BasketballLeague	+	+	0.575351
Scientist	ClubMoss	+	+	0.575351
FilmFestival	MixedMartialArtsEvent	+	-	0.429542
NascarDriver	RailwayTunnel	+	+	0.575351
MixedMartialArtsLeague	CanadianFootballTeam	+	+	0.575351
ShoppingMall	Monarch	+	+	0.575351
LacrosseLeague	Vein	+	+	0.575351
Airline	School	+	+	0.575351
Game	CanadianFootballLeague	+	+	0.575351
Airline	EducationalInstitution	+	+	0.575351
YearInSpaceflight	AustralianRulesFootballPlayer	+	+	0.575351
Film	Race	+	+	0.575351
PlayboyPlaymate	ProtectedArea	+	+	0.575351
Non-ProfitOrganisation	Judge	+	+	0.575351
Conifer	AutomobileEngine	+	+	0.575351
Mammal	ChemicalSubstance	+	+	0.575351
Infrastructure	Criminal	+	+	0.575351
GivenName	OfficeHolder	+	+	0.575351
PopulatedPlace	SportsEvent	+	+	0.575351
FilmFestival	Event	-	-	0.049900
PeriodicalLiterature	Wrestler	+	+	0.575351
Ship	AmericanFootballPlayer	+	+	0.575351
Cardinal	PoliticalParty	+	+	0.575351
SnookerWorldRanking	Musical	+	+	0.575351
SkiArea	Judge	+	+	0.575351
Cave	Crustacean	+	+	0.575351
Holiday	FieldHockeyLeague	+	+	0.575351
ChristianBishop	Work	+	+	0.575351
GovernmentAgency	Colour	+	+	0.575351
TelevisionShow	ResearchProject	+	+	0.575351
Hospital	Weapon	+	+	0.575351
River	RadioStation	+	+	0.575351
PrimeMinister	TradeUnion	+	+	0.575351
Continent	SoccerLeague	+	+	0.575351
Stadium	Activity	+	+	0.575351
LacrosseLeague	Film	+	+	0.575351
SportsTeam	ResearchProject	+	+	0.575351
PoloLeague	Criminal	+	+	0.575351
Insect	Town	+	+	0.575351
SpaceShuttle	ChemicalSubstance	+	+	0.575351
Election	Journalist	+	+	0.575351
SpeedwayTeam	Lighthouse	+	+	0.575351
BodyOfWater	Wrestler	+	+	0.575351
Athlete	Person	-	-	0.049900
Song	GreenAlga	+	+	0.575351
Device	Cyclist	+	+	0.575351
Rocket	Bacteria	+	+	0.575351
GivenName	Eukaryote	+	+	0.575351
Astronaut	Chancellor	-	+	0.575351
PrimeMinister	Website	+	+	0.575351
NationalCollegiateAthleticAssociationAthlete	FormulaOneRacer	-	+	0.575351
GrandPrix	Lighthouse	+	+	0.575351
RoadTunnel	Valley	+	+	0.575351
Saint	Station	+	+	0.575351
BaseballPlayer	Cardinal	-	+	0.575351
SoccerLeague	Person	+	+	0.575351
Amphibian	FigureSkater	+	+	0.575351
LacrosseLeague	Beverage	+	+	0.575351
Currency	Cycad	+	+	0.575351
Colour	Monarch	+	+	0.575351
Song	Mollusca	+	+	0.575351
Stadium	Mammal	+	+	0.575351
Band	Mammal	+	+	0.575351
ChristianBishop	Ambassador	-	+	0.575351
MemberOfParliament	AmericanFootballTeam	+	+	0.575351
WorldHeritageSite	Person	+	+	0.575351
TennisLeague	RugbyPlayer	+	+	0.575351
Ginkgo	OfficeHolder	+	+	0.575351
CricketLeague	ProtectedArea	+	+	0.575351
Infrastructure	Database	+	+	0.575351
SupremeCourtOfTheUnitedStatesCase	Hospital	+	+	0.575351
AustralianRulesFootballPlayer	School	+	+	0.575351
Convention	AutoRacingLeague	+	+	0.575351
FigureSkater	President	-	+	0.575351
PlayboyPlaymate	Restaurant	+	+	0.575351
Conifer	Drug	+	+	0.575351
Settlement	Writer	+	+	0.575351
BasketballPlayer	BaseballPlayer	-	+	0.575351
LacrosseLeague	FictionalCharacter	+	+	0.575351
BodyOfWater	Archaea	+	+	0.575351
GolfLeague	Event	+	+	0.575351
Organisation	Ship	+	+	0.575351
Software	CricketLeague	+	+	0.575351
VideoGame	Activity	+	+	0.575351
SoccerClub	NationalCollegiateAthleticAssociationAthlete	+	+	0.575351
MixedMartialArtsLeague	Musical	+	+	0.575351
Embryology	NaturalPlace	+	+	0.575351
RailwayLine	Drug	+	+	0.575351
Boxer	TennisLeague	+	+	0.575351
ComicsCreator	TradeUnion	+	+	0.575351
Boxer	MartialArtist	-	+	0.575351
Island	SnookerWorldRanking	+	+	0.575351
SnookerChamp	Fern	+	+	0.575351
WrestlingEvent	Rocket	+	+	0.575351
Book	BritishRoyalty	+	+	0.575351
TelevisionStation	RugbyLeague	+	+	0.575351
River	Weapon	+	+	0.575351
Monument	Work	+	+	0.575351
School	Plant	+	+	0.575351
VideogamesLeague	AustralianFootballLeague	+	+	0.575351
Arachnid	Website	+	+	0.575351
Museum	TelevisionStation	+	+	0.575351
Crustacean	Theatre	+	+	0.575351
SportsLeague	Village	+	+	0.575351
SpaceShuttle	Person	+	+	0.575351
Sport	Architect	+	+	0.575351
Beverage	Disease	+	+	0.575351
Infrastructure	WrestlingEvent	+	+	0.575351
InlineHockeyLeague	Software	+	+	0.575351
SoccerManager	Eukaryote	+	+	0.575351
Bridge	BaseballLeague	+	+	0.575351
HockeyTeam	HistoricPlace	+	+	0.575351
Language	Single	+	+	0.575351
Band	RoadJunction	+	+	0.575351
Road	SupremeCourtOfTheUnitedStatesCase	+	+	0.575351
Senator	Park	+	+	0.575351
Bacteria	RadioStation	+	+	0.575351
TennisLeague	PowerStation	+	+	0.575351
AutomobileEngine	Colour	+	+	0.575351
Criminal	Airline	+	+	0.575351
SportsLeague	SoccerClub	+	+	0.575351
Language	SupremeCourtOfTheUnitedStatesCase	+	+	0.575351
Hotel	Arachnid	+	+	0.575351
AcademicJournal	Chancellor	+	+	0.575351
Stadium	Muscle	+	+	0.575351
Senator	PublicTransitSystem	+	+	0.575351
TennisLeague	President	+	+	0.575351
Valley	TelevisionShow	+	+	0.575351
Politician	NaturalPlace	+	+	0.575351
RadioStation	ProgrammingLanguage	+	+	0.575351
RailwayLine	OlympicResult	+	+	0.575351
HistoricPlace	Fern	+	+	0.575351
TelevisionEpisode	NascarDriver	+	+	0.575351
Judge	Rocket	+	+	0.575351
Canal	RoadJunction	+	-	0.185734
Plant	EurovisionSongContestEntry	+	+	0.575351
WineRegion	ClubMoss	+	+	0.575351
Canal	SupremeCourtOfTheUnitedStatesCase	+	+	0.575351
GrandPrix	ClubMoss	+	+	0.575351
Grape	Airport	+	+	0.575351
Boxer	RailwayTunnel	+	+	0.575351
PlayboyPlaymate	Embryology	+	+	0.575351
Mayor	SpeedwayTeam	+	+	0.575351
Bridge	ComicsCharacter	+	+	0.575351
Philosopher	Tunnel	+	+	0.575351
ClubMoss	Senator	+	+	0.575351
MixedMartialArtsEvent	AutomobileEngine	+	+	0.575351
VideogamesLeague	SportsTeam	+	+	0.575351
GivenName	PoloLeague	+	+	0.575351
Artery	Scientist	+	+	0.575351
MilitaryUnit	Company	+	+	0.575351
Philosopher	Book	+	+	0.575351
Cricketer	Theatre	+	+	0.575351
SpeedwayLeague	TennisPlayer	+	+	0.575351
President	Reptile	+	+	0.575351
Colour	LacrosseLeague	+	+	0.575351
Fungus	LacrosseLeague	+	+	0.575351
Currency	Bone	+	+	0.575351
SpeedwayTeam	RailwayLine	+	+	0.575351
InlineHockeyLeague	AcademicJournal	+	+	0.575351
SoccerClub	Island	+	+	0.575351
Automobile	SoccerLeague	+	+	0.575351
Work	Actor	+	+	0.575351
Beverage	MartialArtist	+	+	0.575351
LunarCrater	Cleric	+	+	0.575351
ChristianBishop	Bone	+	+	0.575351
OlympicResult	School	+	+	0.575351
Species	InlineHockeyLeague	+	+	0.575351
MemberOfParliament	FilmFestival	+	+	0.575351
Beverage	Senator	+	+	0.575351
RoadJunction	Sport	+	+	0.575351
Ginkgo	Gnetophytes	+	+	0.575351
Brain	Model	+	+	0.575351
OfficeHolder	SoccerLeague	+	+	0.575351
MilitaryConflict	BasketballPlayer	+	+	0.575351
Olympics	Fish	+	+	0.575351
Amphibian	RailwayTunnel	+	+	0.575351
Nerve	Lighthouse	+	+	0.575351
BasketballLeague	Plant	+	+	0.575351
BaseballLeague	Settlement	+	+	0.575351
AmericanFootballPlayer	Protein	+	+	0.575351
BiologicalDatabase	School	+	+	0.575351
IceHockeyPlayer	ChemicalSubstance	+	+	0.575351
AmericanFootballLeague	Airline	+	+	0.575351
AnatomicalStructure	NationalCollegiateAthleticAssociationAthlete	+	+	0.575351
Airline	AmericanFootballPlayer	+	+	0.575351
Beverage	RouteOfTransportation	+	+	0.575351
MilitaryPerson	Governor	-	+	0.575351
Journalist	SpaceShuttle	+	+	0.575351
FigureSkater	YearInSpaceflight	+	+	0.575351
Language	Senator	+	+	0.575351
PlayboyPlaymate	WrestlingEvent	+	+	0.575351
MilitaryConflict	Politician	+	+	0.575351
PoloLeague	Fish	+	+	0.575351
RoadJunction	Website	+	+	0.575351
Continent	TradeUnion	+	+	0.575351
Moss	PoliticalParty	+	+	0.575351
RadioStation	AustralianRulesFootballPlayer	+	+	0.575351
City	VideoGame	+	+	0.575351
MountainRange	University	+	+	0.575351
SnookerWorldRanking	BaseballLeague	+	+	0.575351
EthnicGroup	ResearchProject	+	+	0.575351
FigureSkater	Gnetophytes	+	+	0.575351
Software	AdministrativeRegion	+	+	0.575351
Country	PopulatedPlace	-	-	0.049900
Crustacean	RailwayLine	+	+	0.575351
Band	Building	+	+	0.575351
Chancellor	Database	+	+	0.575351
Cave	Drug	+	+	0.575351
MusicalArtist	Locomotive	+	+	0.575351
Species	HockeyTeam	+	+	0.575351
FieldHockeyLeague	Stream	+	+	0.575351
MilitaryConflict	ProgrammingLanguage	+	+	0.575351
MusicalArtist	Conifer	+	+	0.575351
Plant	BodyOfWater	+	+	0.575351
NaturalPlace	Monarch	+	+	0.575351
SoccerLeague	AmericanFootballTeam	+	+	0.575351
SpeedwayLeague	EurovisionSongContestEntry	+	+	0.575351
OfficeHolder	Island	+	+	0.575351
FilmFestival	PlayboyPlaymate	+	+	0.575351
AdministrativeRegion	Reptile	+	+	0.575351
SoccerClub	RailwayLine	+	+	0.575351
Bridge	Convention	+	+	0.575351
MusicalWork	Sport	+	+	0.575351
Database	Album	+	+	0.575351
Settlement	SupremeCourtOfTheUnitedStatesCase	+	+	0.575351
Hospital	Song	+	+	0.575351
RailwayLine	IceHockeyLeague	+	+	0.575351
RoadTunnel	FormulaOneRacer	+	+	0.575351
Nerve	Muscle	+	-	0.205119
Arachnid	LegalCase	+	+	0.575351
MusicalWork	CanadianFootballLeague	+	+	0.575351
GolfLeague	Automobile	+	+	0.575351
Insect	Lymph	+	+	0.575351
Senator	Cyclist	-	+	0.575351
WrittenWork	Work	-	-	0.049900
Plant	RoadTunnel	+	+	0.575351
Airline	Place	+	+	0.575351
Locomotive	LaunchPad	+	+	0.575351
GridironFootballPlayer	PopulatedPlace	+	+	0.575351
Musical	Station	+	+	0.575351
BaseballLeague	SportsTeam	+	+	0.575351
Magazine	Beverage	+	+	0.575351
Insect	Boxer	+	+	0.575351
SportsEvent	IceHockeyLeague	+	+	0.575351
FloweringPlant	BasketballLeague	+	+	0.575351
BasketballTeam	BiologicalDatabase	+	+	0.575351
Bird	PoliticalParty	+	+	0.575351
BroadcastNetwork	Musical	+	+	0.575351
GovernmentAgency	EurovisionSongContestEntry	+	+	0.575351
Song	BasketballPlayer	+	+	0.575351
Locomotive	Cycad	+	+	0.575351
VideogamesLeague	AmericanFootballTeam	+	+	0.575351
Website	NaturalPlace	+	+	0.575351
SkiArea	Architect	+	+	0.575351
SupremeCourtOfTheUnitedStatesCase	Play	+	+	0.575351
VolleyballLeague	HistoricBuilding	+	+	0.575351
Judge	Single	+	+	0.575351
BritishRoyalty	Tunnel	+	+	0.575351
AustralianRulesFootballPlayer	Holiday	+	+	0.575351
Arachnid	Country	+	+	0.575351
ComicsCharacter	AutoRacingLeague	+	+	0.575351
Game	Astronaut	+	+	0.575351
Lighthouse	Ship	+	+	0.575351
Lighthouse	Company	+	+	0.575351
GaelicGamesPlayer	Website	+	+	0.575351
MilitaryConflict	Non-ProfitOrganisation	+	+	0.575351
Astronaut	PoliticalParty	+	+	0.575351
City	Cyclist	+	+	0.575351
Bacteria	MeanOfTransportation	+	+	0.575351
SoccerManager	Hospital	+	+	0.575351
Astronaut	CanadianFootballTeam	+	+	0.575351
PeriodicalLiterature	Colour	+	+	0.575351
ResearchProject	IceHockeyLeague	+	-	0.185734
GovernmentAgency	Mayor	+	+	0.575351
AmericanFootballLeague	RoadJunction	+	+	0.575351
Artery	AmericanFootballPlayer	+	+	0.575351
Eukaryote	AmericanFootballTeam	+	+	0.575351
Company	SportsLeague	+	+	0.575351
SpaceMission	HistoricBuilding	+	+	0.575351
Fungus	SoccerPlayer	+	+	0.575351
ChemicalSubstance	RailwayLine	+	+	0.575351
Album	Village	+	+	0.575351
Non-ProfitOrganisation	LegalCase	+	+	0.575351
PoloLeague	RouteOfTransportation	+	+	0.575351
Cleric	MountainRange	+	+	0.575351
VideogamesLeague	WaterwayTunnel	+	+	0.575351
Play	Lymph	+	+	0.575351
TradeUnion	Grape	+	+	0.575351
Politician	PeriodicalLiterature	+	+	0.575351
Vein	Airport	+	+	0.575351
RailwayTunnel	SoccerClub	+	+	0.575351
Library	SportsTeam	+	+	0.575351
Cyclist	FilmFestival	+	+	0.575351
TelevisionStation	Muscle	+	+	0.575351
Species	RoadJunction	+	+	0.575351
MartialArtist	Cyclist	-	+	0.575351
University	Arachnid	+	+	0.575351
Fern	MotorcycleRacingLeague	+	+	0.575351
MotorcycleRacingLeague	Award	+	+	0.575351
Journalist	Crustacean	+	+	0.575351
Eukaryote	GridironFootballPlayer	+	+	0.575351
Convention	Writer	+	+	0.575351
Embryology	Judge	+	+	0.575351
ChemicalSubstance	Arachnid	+	+	0.575351
Legislature	FictionalCharacter	+	+	0.575351
GolfPlayer	Disease	+	+	0.575351
Saint	SnookerPlayer	-	+	0.575351
Stream	SoccerLeague	+	+	0.575351
Athlete	ChristianBishop	-	+	0.575351
Lighthouse	AmericanFootballPlayer	+	+	0.575351
HockeyTeam	Device	+	+	0.575351
Judge	AnatomicalStructure	+	+	0.575351
RailwayTunnel	GolfLeague	+	+	0.575351
LaunchPad	MixedMartialArtsLeague	+	+	0.575351
Philosopher	CanadianFootballTeam	+	+	0.575351
BroadcastNetwork	Artery	+	+	0.575351
Automobile	AustralianFootballLeague	+	+	0.575351
